stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1222,21222,CONNECTICUT AVE & IRVING ST,,38.969234,-77.077026,,,,,,0
1224,21224,CONNECTICUT AVE & LENOX ST,,38.970956,-77.077027,,,,,,0
1226,21226,CONNECTICUT AVE & NEWLANDS ST,,38.973552,-77.07704,,,,,,0
1228,21228,CONNECTICUT AVE & QUINCY ST,,38.975621,-77.077042,,,,,,0
1230,21230,CONNECTICUT AVE & RAYMOND ST,,38.978142,-77.077034,,,,,,0
1232,21232,CONNECTICUT AVE & SHEPHERD ST,,38.979651,-77.077058,,,,,,0
1234,21234,CONNECTICUT AVE & TAYLOR ST,,38.980892,-77.077042,,,,,,0
1236,21236,CONNECTICUT AVE & THORNAPPLE ST,,38.982086,-77.076989,,,,,,0
1238,21238,CONNECTICUT AVE & WILLIAMS LN,,38.983693,-77.077011,,,,,,0
1240,21240,CONNECTICUT AVE & LELAND ST,,38.985341,-77.077017,,,,,,0
1242,21242,CONNECTICUT AVE & BLACKTHORN ST,,38.986923,-77.077042,,,,,,0
1244,21244,CONNECTICUT AVE & EAST WEST HWY,,38.987451,-77.07704,,,,,,0
1246,21246,CONNECTICUT AVE & COLUMBIA CC,,38.989229,-77.077006,,,,,,0
1248,21248,CONNECTICUT AVE & DUNLOP ST,,38.990349,-77.077026,,,,,,0
1250,21250,CONNECTICUT AVE & @8101,,38.99241,-77.076996,,,,,,0
1252,21252,CONNECTICUT AVE & CHEVY CHASE LAKE DR,,38.994236,-77.076994,,,,,,0
1254,21254,CONNECTICUT AVE & MANOR RD,,38.995916,-77.077045,,,,,,0
1256,21256,CONNECTICUT AVE & MONTROSE PKWY,,39.001385,-77.076913,,,,,,0
1264,21264,CONNECTICUT AVE & BEACH DR,,39.007895,-77.079949,,,,,,0
1266,21266,CONNECTICUT AVE & CULVER ST,,39.010758,-77.080771,,,,,,0
1268,21268,CONNECTICUT AVE & DUNNEL LN,,39.012974,-77.079926,,,,,,0
1270,21270,CONNECTICUT AVE & SAUL RD,,39.01578,-77.07852,,,,,,0
1272,21272,CONNECTICUT AVE & FRANKLIN ST,,39.018363,-77.077766,,,,,,0
1274,21274,CONNECTICUT AVE & EVERETT ST,,39.020126,-77.077032,,,,,,0
1276,21276,CONNECTICUT AVE & WASHINGTON ST,,39.022464,-77.0763,,,,,,0
1278,21278,CONNECTICUT AVE & BALTIMORE ST,,39.024544,-77.075859,,,,,,0
1280,21280,CONNECTICUT AVE & WARNER ST,,39.026125,-77.07652,,,,,,0
1282,21282,CONNECTICUT AVE & KNOWLES AVE,,39.028133,-77.076241,,,,,,0
1284,21284,CONNECTICUT AVE & PLYERS MILL RD,,39.02932,-77.075874,,,,,,0
1286,21286,CONNECTICUT AVE & UNIVERSITY BLVD,,39.032486,-77.07473,,,,,,0
1288,21288,CONNECTICUT AVE & DECATUR AVE,,39.033707,-77.074806,,,,,,0
1290,21290,CONNECTICUT AVE & LAWRENCE AVE,,39.034638,-77.074883,,,,,,0
1292,21292,CONNECTICUT AVE & DENFELD AVE,,39.039204,-77.07565,,,,,,0
1294,21294,CONNECTICUT AVE & @11400,,39.041996,-77.07589,,,,,,0
1296,21296,CONNECTICUT AVE & SPRUELL DR,,39.044683,-77.076133,,,,,,0
1298,21298,CONNECTICUT AVE & ADAMS DR,,39.047771,-77.075523,,,,,,0
1300,21300,CONNECTICUT AVE & VEIRS MILL RD,,39.051197,-77.074722,,,,,,0
1302,21302,CONNECTICUT AVE & BRIGHTVIEW ST,,39.053482,-77.074215,,,,,,0
1304,21304,CONNECTICUT AVE & CAREY ST,,39.054612,-77.073958,,,,,,0
1306,21306,CONNECTICUT AVE & RANDOLPH RD,,39.056943,-77.073452,,,,,,0
1308,21308,CONNECTICUT AVE & EVERTON ST,,39.058393,-77.07318,,,,,,0
1310,21310,CONNECTICUT AVE & GREENLY ST,,39.06089,-77.073036,,,,,,0
1312,21312,CONNECTICUT AVE & WELLER RD,,39.063179,-77.073326,,,,,,0
1314,21314,CONNECTICUT AVE & ISBELL ST,,39.06473,-77.073752,,,,,,0
1316,21316,CONNECTICUT AVE & JEFFRY ST,,39.065773,-77.074127,,,,,,0
1318,21318,CONNECTICUT AVE & KAYSON ST,,39.067809,-77.074941,,,,,,0
1320,21320,CONNECTICUT AVE & DEAN RD,,39.068895,-77.075354,,,,,,0
1322,21322,CONNECTICUT AVE & TURKEY BRANCH PKWY,,39.072947,-77.077797,,,,,,0
1324,21324,CONNECTICUT AVE & INDEPENDENCE ST,,39.076252,-77.080307,,,,,,0
1326,21326,CONNECTICUT AVE & ASPEN HILL RD,,39.079338,-77.080513,,,,,,0
