route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2792,1,131913,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10699,0,0
2792,1,131914,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51791,10700,0,0
2792,1,131915,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51793,10699,0,0
2792,1,131916,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51792,10700,0,0
2792,1,131917,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51793,10699,0,0
2792,1,131918,Woodbridge A OmniLink / Tacketts Mill via Marumsco,,0,51793,10700,0,0
2792,1,131919,Woodbridge B OmniLink / PRTC Transit Ctr via Marumsco,,1,51794,10701,0,0
2792,1,131920,Woodbridge B OmniLink / PRTC Transit Ctr via Marumsco,,1,51795,10701,0,0
2792,1,131921,Woodbridge B OmniLink / PRTC Transit Ctr via Marumsco,,1,51796,10701,0,0
2792,1,131922,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51794,10702,0,0
2792,1,131923,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51795,10702,0,0
2792,1,131924,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51796,10702,0,0
2792,1,131925,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51794,10703,0,0
2792,1,131926,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51795,10702,0,0
2792,1,131927,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51796,10702,0,0
2792,1,131928,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51795,10702,0,0
2792,1,131929,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51796,10702,0,0
2792,1,131930,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51795,10702,0,0
2792,1,131931,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51796,10702,0,0
2792,1,131932,Woodbridge B OmniLink / Tacketts Mill via Chinn,,1,51795,10702,0,0
