route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11322,535,183043,Union Station,,0,710,8818,1,1
11320,493,180027,Eastern Market,,0,502,8823,1,1
11319,491,177303,Woodley Park,,1,712,8556,1,1
11319,535,185007,McPherson Square Metro,,0,206,8557,1,1
11322,535,186288,Congress Heights,,1,706,8819,1,1
11322,490,179229,Congress Heights,,1,704,8819,1,1
11318,537,185025,Georgetown,,1,108,8550,1,1
11319,492,175930,Woodley Park,,1,202,8556,1,1
11319,490,176286,McPherson Square Metro,,0,203,8557,1,1
11319,493,177177,McPherson Square Metro,,0,205,8557,1,1
11319,535,185208,Woodley Park,,1,212,8556,1,1
11321,534,183967,Dupont Circle,,0,603,8548,1,1
11320,491,176995,Eastern Market,,0,502,8823,1,1
11319,492,176509,Woodley Park,,1,207,8556,1,1
11322,536,186540,Congress Heights,,1,713,8819,1,1
11321,536,182965,Dupont Circle,,0,605,8548,1,1
11319,491,180064,Woodley Park,,1,211,8556,1,1
11318,534,185066,Union Station,,0,107,8551,1,1
11322,537,183911,Union Station,,0,702,8818,1,1
11320,493,176520,Eastern Market,,0,506,8823,1,1
11318,493,178081,Georgetown,,1,103,8550,1,1
11323,536,184363,National Mall,,0,802,7685,1,1
11321,492,178409,Rosslyn,,1,609,8549,1,1
11321,490,179645,Rosslyn,,1,603,8549,1,1
11322,490,178655,Congress Heights,,1,701,8819,1,1
11323,491,176253,National Mall,,0,506,7685,1,1
11321,493,177790,Rosslyn,,1,603,8549,1,1
11321,534,186716,Rosslyn,,1,603,8549,1,1
11321,536,183807,Rosslyn,,1,602,8549,1,1
11320,490,177363,Eastern Market,,0,503,8823,1,1
11319,492,179137,Woodley Park,,1,205,8556,1,1
11320,536,183101,Eastern Market,,0,508,8823,1,1
11320,490,175812,Eastern Market,,0,504,8823,1,1
11321,535,183185,Rosslyn,,1,601,8549,1,1
11318,492,179937,Georgetown,,1,102,8550,1,1
11321,537,184432,Dupont Circle,,0,602,8548,1,1
11318,490,176451,Union Station,,0,103,8551,1,1
11322,491,179757,Congress Heights,,1,711,8819,1,1
11318,493,179537,Georgetown,,1,108,8550,1,1
11320,492,177091,L'Enfant Plaza,,1,512,8822,1,1
11319,535,184355,McPherson Square Metro,,0,212,8557,1,1
11320,493,180009,Eastern Market,,0,504,8823,1,1
11322,536,183099,Congress Heights,,1,711,8819,1,1
